"","success_1_to_1","id","original_title","release_date","Actor","Director","actorMovieCount","directorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","holidays","New.Year.s.Day","Martin.Luther.King.Jr..Day","Valentine.s.Day","Presidents..Day","Good.Friday","Mother.s.Day","Memorial.Day","Father.s.Day","Independence.Day","Labor.Day","Columbus.Day","Veterans.Day","Thanksgiving.Day","Christmas.Eve","Christmas.Day","Independence.Day.observed","Christmas.Day.observed","New.Year.s.Day.observed","Christmas.Eve.observed","Veterans.Day.observed","related_holiday"
"243",0,11457,"life as a house","2001-10-25","kevinkline","irwinwinkler",2,0,125,1.8e+07,15652637,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"244",0,11458,"people i know","2002-11-21","alpacino","danielalgrant",0,0,100,2e+07,121972,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"245",0,11469,"black knight","2001-11-21","martinlawrence","giljunger",2,0,95,3.5e+07,33422806,"Q4",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Thanksgiving Day"
"246",1,11478,"the skulls","2000-03-31","joshuajackson","robcohen",0,1,106,1.5e+07,35007180,"Q1",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"247",1,11529,"sweet home alabama","2002-09-26","reesewitherspoon","andytennant",1,0,108,3.8e+07,127214072,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"248",1,11544,"lilo stitch","2002-06-21","chrissanders","deandeblois",0,0,85,8e+07,145771527,"Q2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"249",1,11547,"cabin fever","2003-08-15","riderstrong","eliroth",0,1,93,1500000,21158188,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"250",0,11560,"high crimes","2002-04-03","ashleyjudd","carlfranklin",1,0,115,4.2e+07,41543207,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"251",0,11600,"redacted","2007-01-01","izzydiaz","briandepalma",0,0,90,5e+06,65388,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"252",0,11615,"the life of david gale","2003-02-21","kevinspacey","alanparker",1,0,130,5e+07,19694635,"Q1",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"253",1,11635,"old school","2003-02-21","lukewilson","toddphillips",1,1,91,2.4e+07,75155000,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"254",0,11678,"vertical limit","2000-12-08","chrisodonnell","martincampbell",0,0,124,7.5e+07,68473360,"Q4",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"255",0,11688,"the emperor s new groove","2000-12-09","davidspade","markdindal",1,0,78,1e+08,89296573,"Q4",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"256",0,11692,"the adventures of pluto nash","2002-08-15","eddiemurphy","ronunderwood",3,1,95,1e+08,4411102,"Q3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"257",1,11857,"orange county","2002-01-10","colinhanks","jakekasdan",1,0,82,1.8e+07,41059716,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"258",1,11888,"snow dogs","2002-01-18","jimbelushi","brianlevant",0,1,99,3.2e+07,81150692,"Q1",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Martin Luther King Jr. Day"
"259",0,11892,"murder by numbers","2002-04-19","sandrabullock","barbetschroeder",2,0,120,5e+07,31874869,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"260",1,11978,"men of honor","2000-09-13","robertdeniro","georgetillman",4,1,129,3.2e+07,48814909,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"261",0,11979,"queen of the damned","2002-02-10","stuarttownsend","michaelrymer",1,0,101,3.5e+07,30307804,"Q1",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"262",0,12079,"spun","2002-06-01","jasonschwartzman","jonasåkerlund",0,0,101,4500000,410241,"Q1",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"263",1,12090,"just married","2003-01-09","ashtonkutcher","shawnlevy",2,2,95,1.9e+07,56127162,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"264",1,12107,"nutty professor ii the klumps","2000-07-27","eddiemurphy","petersegal",4,0,106,8.4e+07,123307945,"Q3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"265",0,12146,"the missing","2003-11-26","tommyleejones","ronhoward",1,1,135,6.5e+07,26900336,"Q4",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Thanksgiving Day"
"266",1,12149,"frailty","2001-11-17","billpaxton","billpaxton",0,1,100,1.1e+07,13110448,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"267",1,12212,"urban legends final cut","2000-09-19","jennifermorrison","johnottman",0,0,97,1.5e+07,21468807,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"268",1,12277,"undercover brother","2002-05-31","eddiegriffin","malcolmdlee",2,3,86,2.5e+07,38230435,"Q2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"269",0,12312,"joe somebody","2001-12-21","timallen","johnpasquin",1,0,99,3.8e+07,22770864,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Christmas Eve"
"270",0,12400,"redbelt","2008-04-07","chiwetelejiofor","davidmamet",0,0,99,7e+06,2344847,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"271",0,12410,"good","2008-12-11","viggomortensen","vicenteamorim",1,0,96,1.6e+07,31631,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"272",1,12509,"pollock","2000-09-06","edharris","edharris",2,0,122,6e+06,8596914,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Labor Day"
"273",0,12610,"osmosis jones","2001-08-07","chrisrock","bobbyfarrelly",0,1,95,7e+07,13596911,"Q3",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"274",1,12658,"someone like you ","2001-03-30","ashleyjudd","tonygoldwyn",2,0,97,2.3e+07,27338033,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"275",0,12797,"ghost town","2008-09-19","rickygervais","davidkoepp",0,1,102,2e+07,13367624,"Q3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"276",0,12818,"everybody wants to be italian","2007-09-18","jayjablonski","jasontoddipson",0,0,105,3e+06,351416,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"277",0,12838,"chacun sa nuit","2006-07-21","lizziebrocheré","jeanmarcbarr",0,0,95,1900000,18435,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"278",0,12901,"no end in sight","2007-07-27","campbellscott","charlesferguson",0,0,102,2e+06,1433319,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"279",1,13007,"religulous","2008-10-01","billmaher","larrycharles",0,0,101,2500000,13011160,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"280",1,13059,"the signal","2007-02-22","anessaramsey","davidbruckner",0,0,103,50000,251150,"Q1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Presidents' Day"
"281",0,13066,"i want someone to eat cheese with","2006-01-01","jeffgarlin","jeffgarlin",0,0,80,1500000,194568,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"New Year's Day"
"282",0,13132,"all the real girls","2003-08-01","paulschneider","davidgordongreen",0,0,108,1e+06,549666,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"283",1,13156,"secondhand lions","2003-09-19","michaelcaine","timmccanlies",1,0,111,3e+07,42070939,"Q3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"284",0,13159,"georgia rule","2007-05-11","janefonda","garrymarshall",0,1,113,2e+07,18882880,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mother's Day"
"285",0,13166,"freddy got fingered","2001-04-18","tomgreen","tomgreen",0,0,87,1.5e+07,14249005,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"286",0,13173,"the ten","2007-08-03","paulrudd","davidwain",1,1,96,5250000,769726,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"287",1,13193,"saved ","2004-01-21","jenamalone","briandannelly",0,0,92,5e+06,8886160,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Martin Luther King Jr. Day"
"288",0,13195,"flawless","2007-09-01","demimoore","michaelradford",1,0,108,2.7e+07,4485485,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Labor Day"
"289",0,13197,"10th wolf","2006-02-19","jamesmarsden","robertmoresco",0,0,107,8e+06,54702,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Presidents' Day"
"290",0,13201,"deuces wild","2002-05-03","stephendorff","scottkalvert",2,0,96,1e+07,6044618,"Q2",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"291",1,13223,"gran torino","2008-12-09","clinteastwood","clinteastwood",1,5,116,2.5e+07,148095302,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"292",0,13259,"american teen","2008-07-25","hannahbailey","nanetteburstein",0,0,95,5e+06,942441,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"293",1,13364,"deliver us from evil","2006-06-24","oliverogrady","amyberg",0,0,101,3e+07,30577122,"Q3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"294",1,13370,"a mighty wind","2003-04-16","bobbalaban","christopherguest",0,1,91,6e+06,17583468,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good Friday"
"295",1,13408,"the wash","2001-11-16","drdre","djpooh",0,0,93,4e+06,10097096,"Q4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"296",1,13435,"antwone fisher","2002-12-19","derekluke","denzelwashington",0,1,120,12500000,21078145,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"297",0,13455,"push","2009-02-06","dakotafanning","paulmcguigan",0,1,111,3.8e+07,31811527,"Q1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"298",0,13476,"win a date with tad hamilton ","2004-01-23","joshduhamel","robertluketic",1,0,95,2.4e+07,16980098,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"299",1,13490,"welcome home roscoe jenkins","2008-02-08","martinlawrence","malcolmdlee",0,1,114,27500000,42436517,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"300",0,13498,"man of the house","2005-02-25","tommyleejones","stephenherek",0,1,100,5e+07,19699706,"Q1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"301",0,13501,"the good night","2007-01-25","penélopecruz","jakepaltrow",1,0,93,1.5e+07,22441,"Q4",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"302",0,13503,"texas rangers","2001-11-30","jamesvanderbeek","steveminer",1,0,110,3.8e+07,623374,"Q4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"303",1,13508,"who killed the electric car ","2006-08-04","martinsheen","chrispaine",0,0,92,1e+06,1678874,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"304",1,13516,"slacker uprising","2007-09-27","michaelmoore","michaelmoore",1,1,102,2e+06,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"305",0,13536,"city by the sea","2002-09-06","robertdeniro","michaelcatonjones",2,0,108,4e+07,22433915,"Q3",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"306",0,13539,"here on earth","2000-03-23","leeleesobieski","markpiznarski",2,0,96,1.5e+07,10494147,"Q1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"307",1,13560,"max","2002-09-10","johncusack","mennomeyjes",1,1,106,2e+07,42656255,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"308",0,13569,"thr3e","2006-12-01","marcblucas","robbyhenson",0,0,101,2400000,1008849,"Q1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"309",1,13576,"michael jackson s this is it","2009-10-28","michaeljackson","kennyortega",0,0,111,6e+07,72091016,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"310",0,13579,"the longshots","2008-08-22","icecube","freddurst",2,0,94,2.3e+07,11511323,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"311",0,13652,"ca h","2008-04-23","jeandujardin","éricbesnard",0,0,100,7e+06,46488,"Q1",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"312",0,13682,"pooh s heffalump movie","2005-02-11","jimcummings","franknissen",0,0,68,2e+07,18098433,"Q1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Valentine's Day"
"313",0,13689,"peaceful warrior","2006-03-30","scottmechlowicz","victorsalva",0,0,120,1e+07,2893666,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"314",1,13768,"tuck everlasting","2002-10-11","alexisbledel","jayrussell",1,0,90,1.5e+07,19161999,"Q4",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Columbus Day"
"315",1,13778,"dickie roberts former child star","2003-09-05","davidspade","samweisman",0,0,98,1.7e+07,22734486,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"316",0,13809,"rocknrolla","2008-09-04","markstrong","guyritchie",0,1,114,1.8e+07,5700626,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Labor Day"
"317",0,13894,"sharkwater","2006-09-11","patrickmoore","robstewart",0,0,89,2e+06,850920,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"318",1,13908,"the master of disguise","2002-08-02","danacarvey","perryandelinblake",0,0,80,1.6e+07,40363530,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"319",1,13920,"radio","2003-10-24","cubagoodingjr","miketollin",2,0,109,3.5e+07,52333738,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"320",0,13948,"an american carol","2008-10-03","kevinfarley","davidzucker",0,0,83,2e+07,7013191,"Q4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"321",1,13950,"all about the benjamins","2002-03-08","icecube","kevinbray",4,0,95,1.4e+07,25482931,"Q1",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"322",0,13956,"fly me to the moon","2008-08-15","timcurry","benstassen",0,1,84,2.5e+07,14543943,"Q3",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"323",0,13996,"bottle shock","2008-08-06","alanrickman","randallmiller",0,0,110,5e+06,4078607,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"324",0,14014,"the hammer","2007-04-01","adamcarolla","charleshermanwurmfeld",1,0,88,850000,442638,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"325",0,14033,"soul survivors","2001-09-06","elizadushku","stephencarpenter",0,0,84,1.4e+07,3100650,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Labor Day"
"326",0,14057,"trust the man","2005-09-01","davidduchovny","bartfreundlich",1,0,103,9e+06,1530535,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"327",0,14112,"auto focus","2002-10-18","gregkinnear","paulschrader",1,1,104,7e+06,2062066,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"328",1,14114,"you got served","2004-01-30","marqueshouston","chrisstokes",0,0,95,8e+06,40066497,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"329",1,14144,"daddy day camp","2007-08-08","cubagoodingjr","fredsavage",1,0,89,6e+06,13235267,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"330",0,14164,"dragonball evolution","2009-04-01","chowyunfat","jameswong",0,0,85,3e+07,9362785,"Q2",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"331",0,14175,"valiant","2005-03-25","ewanmcgregor","garychapman",0,0,76,3.5e+07,19478106,"Q3",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good Friday"
"332",0,14195,"cecil b demented","2000-05-17","melaniegriffith","johnwaters",0,0,87,1e+07,1276984,"Q3",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mother's Day"
"333",0,14252,"vice","2008-01-01","michaelmadsen","raulinglis",1,0,99,6e+07,47836282,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"334",0,14256,"winter passing","2006-02-07","zooeydeschanel","adamrapp",0,0,98,3500000,107492,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"335",1,14278,"murderball","2005-07-22","joebishop","henryalexrubin",0,0,88,350000,1531154,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"336",0,14284,"in the shadow of the moon","2007-01-19","buzzaldrin","davidsington",0,0,109,2e+06,1134358,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"337",1,14290,"better luck tomorrow","2002-01-12","parryshen","justinlin",0,0,101,250000,3802390,"Q2",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"338",1,14292,"miracle","2004-02-06","kurtrussell","gavinoconnor",1,1,135,2.8e+07,64378093,"Q1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"339",0,14293,"poolhall junkies","2002-06-07","rickyschroder","marscallahan",0,0,99,4e+06,563711,"Q1",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"340",1,14295,"you can count on me","2000-11-17","lauralinney","kennethlonergan",0,1,111,1200000,9180275,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"341",1,14337,"primer","2004-10-08","shanecarruth","shanecarruth",0,0,77,7000,424760,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Columbus Day"
